question_id,ranked,relevant,latency_ms,hit_at_1,recall_at_1,ndcg_at_1,hit_at_3,recall_at_3,ndcg_at_3,hit_at_5,recall_at_5,ndcg_at_5,hit_at_10,recall_at_10,ndcg_at_10,mrr
h11,"['2303.11366', '2310.11511', '2401.15884', '2305.10601', '2004.12832', '2005.11401', '2210.03629', '2004.04906', '2401.18059', '2404.16130']",['2303.11366'],9.64819997898303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h12,"['2303.11366', '2401.15884', '2310.11511', '2305.10601', '2302.04761', '2210.03629', '2002.08909', '2005.11401', '2401.18059', '2004.04906']",['2303.11366'],9.620800003176555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h13,"['2210.03629', '2305.10601', '2303.11366', '2310.11511', '2401.15884', '2302.04761', '2005.11401', '2404.16130']",['2305.10601'],8.521699986886233,0.0,0.0,0.0,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,0.5
h14,"['2305.10601', '2401.18059', '2005.11401', '2302.04761', '2002.08909', '2401.15884', '2004.04906', '2310.11511', '2210.03629', '2004.12832']",['2305.10601'],9.075000009033829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h15,"['2302.04761', '2401.15884', '2002.08909', '2310.11511', '2305.10601', '2004.12832', '2303.11366', '2005.11401', '2210.03629', '2004.04906']",['2302.04761'],8.549699996365234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h16,"['2302.04761', '2305.10601', '2210.03629', '2303.11366', '2310.11511', '2401.15884', '2401.18059']",['2302.04761'],9.848699992289767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h17,"['2302.04761', '2002.08909', '2004.04906', '2310.11511', '2005.11401', '2401.15884', '2210.03629', '2305.10601', '2404.16130', '2303.11366']",['2310.11511'],8.76060000155121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.43067655807339306,1.0,1.0,0.43067655807339306,0.25
h18,"['2401.15884', '2005.11401', '2310.11511', '2004.04906', '2401.18059', '2302.04761', '2404.16130', '2004.12832', '2002.08909']",['2310.11511'],9.632500004954636,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.3333333333333333
h19,"['2401.15884', '2002.08909', '2004.12832', '2005.11401', '2310.11511', '2004.04906', '2302.04761', '2303.11366', '2401.18059', '2404.16130']",['2401.15884'],8.224599994719028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h20,"['2004.04906', '2404.16130', '2401.15884', '2401.18059', '2005.11401', '2310.11511', '2004.12832', '2302.04761', '2002.08909', '2305.10601']",['2401.15884'],9.812100004637614,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.3333333333333333
h21,"['2401.18059', '2404.16130', '2004.04906', '2004.12832', '2005.11401', '2302.04761', '2305.10601', '2401.15884', '2002.08909', '2310.11511']",['2401.18059'],8.801499992841855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h22,"['2401.18059', '2305.10601', '2404.16130', '2004.04906', '2005.11401', '2310.11511', '2002.08909', '2004.12832', '2401.15884', '2302.04761']",['2401.18059'],9.405699995113537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h23,"['2404.16130', '2004.04906', '2401.18059', '2005.11401', '2310.11511', '2302.04761', '2002.08909', '2305.10601', '2401.15884', '2004.12832']",['2404.16130'],9.530900017125532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h24,"['2404.16130', '2401.18059', '2004.04906', '2005.11401', '2002.08909', '2310.11511', '2401.15884', '2302.04761', '2004.12832', '2210.03629']",['2404.16130'],8.83479998447001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
