question_id,ranked,relevant,latency_ms,hit_at_1,recall_at_1,ndcg_at_1,hit_at_3,recall_at_3,ndcg_at_3,hit_at_5,recall_at_5,ndcg_at_5,hit_at_10,recall_at_10,ndcg_at_10,mrr
h15,"['2302.04761', '2310.11511', '2305.10601', '2210.03629', '2002.08909', '2401.15884', '2303.11366', '2005.11401', '2004.12832', '2004.04906']",['2302.04761'],0.7269999769050628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h16,"['2302.04761', '2303.11366', '2002.08909', '2310.11511', '2305.10601', '2004.12832', '2210.03629', '2005.11401', '2401.18059', '2404.16130']",['2302.04761'],0.6824000156484544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h17,"['2310.11511', '2005.11401', '2401.15884', '2002.08909', '2302.04761', '2004.04906', '2401.18059', '2004.12832', '2305.10601', '2404.16130']",['2310.11511'],0.892700016265735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h18,"['2310.11511', '2401.15884', '2005.11401', '2004.04906', '2002.08909', '2210.03629', '2303.11366', '2004.12832', '2401.18059', '2302.04761']",['2310.11511'],0.6892000092193484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h19,"['2401.15884', '2210.03629', '2005.11401', '2401.18059', '2002.08909', '2310.11511', '2302.04761', '2404.16130', '2004.04906', '2004.12832']",['2401.15884'],0.7535999757237732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h20,"['2401.15884', '2401.18059', '2404.16130', '2002.08909', '2004.04906', '2302.04761', '2005.11401', '2310.11511', '2303.11366', '2305.10601']",['2401.15884'],0.9172000281978399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h21,"['2401.18059', '2404.16130', '2002.08909', '2210.03629', '2005.11401', '2303.11366', '2004.12832', '2004.04906', '2310.11511', '2302.04761']",['2401.18059'],0.7645000005140901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h22,"['2401.18059', '2305.10601', '2404.16130', '2004.04906', '2004.12832', '2401.15884', '2310.11511', '2210.03629', '2005.11401', '2302.04761']",['2401.18059'],0.6377999961841851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h23,"['2404.16130', '2401.18059', '2401.15884', '2002.08909', '2004.04906', '2005.11401', '2210.03629', '2310.11511', '2004.12832', '2305.10601']",['2404.16130'],0.5469000025186688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
h24,"['2404.16130', '2401.18059', '2002.08909', '2004.04906', '2210.03629', '2302.04761', '2005.11401', '2004.12832', '2310.11511', '2305.10601']",['2404.16130'],0.5584000027738512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
